NAME,Path,PHYCUV,BOAALB,BOALUN
INCT41_20201028_234500_6,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201028_234500\INCT41_20201028_234500_6.png,0,1,0
INCT41_20201028_234500_7,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201028_234500\INCT41_20201028_234500_7.png,0,0,1
INCT41_20201028_234500_8,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201028_234500\INCT41_20201028_234500_8.png,0,0,0
INCT41_20201106_021500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201106_021500\INCT41_20201106_021500_0.png,0,1,0
INCT41_20201106_021500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201106_021500\INCT41_20201106_021500_1.png,0,1,0
INCT41_20201106_021500_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201106_021500\INCT41_20201106_021500_2.png,0,1,0
INCT41_20201107_223000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201107_223000\INCT41_20201107_223000_0.png,0,1,0
INCT41_20201107_233000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201107_233000\INCT41_20201107_233000_0.png,0,1,0
INCT41_20201107_233000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201107_233000\INCT41_20201107_233000_1.png,0,1,0
INCT41_20201107_233000_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201107_233000\INCT41_20201107_233000_2.png,0,1,0
INCT41_20201107_233000_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201107_233000\INCT41_20201107_233000_3.png,0,1,0
INCT41_20201107_233000_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201107_233000\INCT41_20201107_233000_4.png,0,1,0
INCT41_20201114_213000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_213000\INCT41_20201114_213000_0.png,1,0,0
INCT41_20201114_213000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_213000\INCT41_20201114_213000_1.png,1,0,0
INCT41_20201114_223000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_223000\INCT41_20201114_223000_0.png,0,1,0
INCT41_20201114_223000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_223000\INCT41_20201114_223000_1.png,0,0,1
INCT41_20201114_223000_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_223000\INCT41_20201114_223000_2.png,0,0,1
INCT41_20201114_223000_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_223000\INCT41_20201114_223000_3.png,0,1,1
INCT41_20201114_223000_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_223000\INCT41_20201114_223000_4.png,0,1,0
INCT41_20201114_223000_5,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_223000\INCT41_20201114_223000_5.png,0,1,0
INCT41_20201114_223000_6,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201114_223000\INCT41_20201114_223000_6.png,0,1,0
INCT41_20201115_023000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201115_023000\INCT41_20201115_023000_0.png,0,1,0
INCT41_20201115_023000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201115_023000\INCT41_20201115_023000_1.png,0,1,0
INCT41_20201115_033000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201115_033000\INCT41_20201115_033000_0.png,0,1,0
INCT41_20201115_033000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201115_033000\INCT41_20201115_033000_1.png,0,1,0
INCT41_20201121_004500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_004500\INCT41_20201121_004500_0.png,0,1,0
INCT41_20201121_004500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_004500\INCT41_20201121_004500_1.png,0,1,0
INCT41_20201121_004500_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_004500\INCT41_20201121_004500_2.png,0,1,0
INCT41_20201121_004500_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_004500\INCT41_20201121_004500_3.png,0,1,0
INCT41_20201121_184500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_184500\INCT41_20201121_184500_0.png,0,1,1
INCT41_20201121_184500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_184500\INCT41_20201121_184500_1.png,0,0,1
INCT41_20201121_184500_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_184500\INCT41_20201121_184500_2.png,0,0,1
INCT41_20201121_184500_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_184500\INCT41_20201121_184500_3.png,0,0,1
INCT41_20201121_184500_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_184500\INCT41_20201121_184500_4.png,0,0,1
INCT41_20201121_184500_5,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_184500\INCT41_20201121_184500_5.png,0,1,1
INCT41_20201121_184500_6,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_184500\INCT41_20201121_184500_6.png,0,0,1
INCT41_20201121_184500_7,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_184500\INCT41_20201121_184500_7.png,0,0,1
INCT41_20201121_194500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_0.png,0,1,1
INCT41_20201121_194500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_1.png,0,1,1
INCT41_20201121_194500_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_2.png,0,0,1
INCT41_20201121_194500_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_3.png,0,1,0
INCT41_20201121_194500_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_4.png,0,0,1
INCT41_20201121_194500_5,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_5.png,0,1,0
INCT41_20201121_194500_6,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_6.png,0,1,1
INCT41_20201121_194500_7,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_7.png,0,0,1
INCT41_20201121_194500_8,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_8.png,0,0,1
INCT41_20201121_194500_9,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_194500\INCT41_20201121_194500_9.png,0,1,1
INCT41_20201121_204500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_0.png,0,0,1
INCT41_20201121_204500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_1.png,0,0,1
INCT41_20201121_204500_10,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_10.png,0,0,1
INCT41_20201121_204500_11,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_11.png,0,0,1
INCT41_20201121_204500_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_2.png,0,0,1
INCT41_20201121_204500_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_3.png,0,0,1
INCT41_20201121_204500_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_4.png,0,0,1
INCT41_20201121_204500_5,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_5.png,0,0,1
INCT41_20201121_204500_6,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_6.png,0,0,1
INCT41_20201121_204500_7,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_7.png,0,1,1
INCT41_20201121_204500_8,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_8.png,0,0,1
INCT41_20201121_204500_9,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_204500\INCT41_20201121_204500_9.png,0,0,1
INCT41_20201121_214500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_0.png,0,0,1
INCT41_20201121_214500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_1.png,0,0,1
INCT41_20201121_214500_10,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_10.png,0,0,1
INCT41_20201121_214500_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_2.png,0,1,0
INCT41_20201121_214500_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_3.png,0,1,1
INCT41_20201121_214500_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_4.png,0,1,1
INCT41_20201121_214500_5,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_5.png,0,1,1
INCT41_20201121_214500_6,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_6.png,0,0,1
INCT41_20201121_214500_7,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_7.png,0,0,1
INCT41_20201121_214500_8,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_8.png,0,0,1
INCT41_20201121_214500_9,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20201121_214500\INCT41_20201121_214500_9.png,0,1,0
INCT41_20210111_014500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_014500\INCT41_20210111_014500_0.png,0,1,0
INCT41_20210111_014500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_014500\INCT41_20210111_014500_1.png,0,1,0
INCT41_20210111_014500_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_014500\INCT41_20210111_014500_2.png,0,1,0
INCT41_20210111_014500_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_014500\INCT41_20210111_014500_3.png,0,1,0
INCT41_20210111_024500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_024500\INCT41_20210111_024500_0.png,0,1,0
INCT41_20210111_024500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_024500\INCT41_20210111_024500_1.png,0,1,0
INCT41_20210111_034500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_034500\INCT41_20210111_034500_0.png,0,1,0
INCT41_20210111_034500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_034500\INCT41_20210111_034500_1.png,0,1,0
INCT41_20210111_044500_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_044500\INCT41_20210111_044500_0.png,0,1,0
INCT41_20210111_044500_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_044500\INCT41_20210111_044500_1.png,0,1,0
INCT41_20210111_044500_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_044500\INCT41_20210111_044500_2.png,0,1,0
INCT41_20210111_044500_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_044500\INCT41_20210111_044500_3.png,0,1,0
INCT41_20210111_050000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_050000\INCT41_20210111_050000_0.png,0,1,0
INCT41_20210111_210000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_0.png,0,0,1
INCT41_20210111_210000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_1.png,1,0,1
INCT41_20210111_210000_10,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_10.png,1,0,1
INCT41_20210111_210000_11,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_11.png,1,0,1
INCT41_20210111_210000_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_2.png,0,1,1
INCT41_20210111_210000_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_3.png,0,0,1
INCT41_20210111_210000_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_4.png,0,0,1
INCT41_20210111_210000_5,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_5.png,0,0,1
INCT41_20210111_210000_6,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_6.png,0,0,1
INCT41_20210111_210000_7,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_7.png,1,0,1
INCT41_20210111_210000_8,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_8.png,1,0,1
INCT41_20210111_210000_9,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210111_210000\INCT41_20210111_210000_9.png,0,0,1
INCT41_20210112_050000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_050000\INCT41_20210112_050000_0.png,0,1,0
INCT41_20210112_050000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_050000\INCT41_20210112_050000_1.png,0,1,0
INCT41_20210112_050000_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_050000\INCT41_20210112_050000_2.png,0,1,0
INCT41_20210112_050000_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_050000\INCT41_20210112_050000_3.png,0,1,0
INCT41_20210112_223000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_223000\INCT41_20210112_223000_0.png,0,1,0
INCT41_20210112_223000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_223000\INCT41_20210112_223000_1.png,0,1,0
INCT41_20210112_223000_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_223000\INCT41_20210112_223000_2.png,0,1,0
INCT41_20210112_223000_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_223000\INCT41_20210112_223000_3.png,0,1,0
INCT41_20210112_233000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_0.png,0,1,0
INCT41_20210112_233000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_1.png,0,1,0
INCT41_20210112_233000_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_2.png,0,1,0
INCT41_20210112_233000_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_3.png,0,1,0
INCT41_20210112_233000_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_4.png,0,1,0
INCT41_20210112_233000_5,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_5.png,0,1,0
INCT41_20210112_233000_6,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_6.png,0,1,0
INCT41_20210112_233000_7,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_7.png,0,1,0
INCT41_20210112_233000_8,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210112_233000\INCT41_20210112_233000_8.png,0,1,0
INCT41_20210113_003000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_003000\INCT41_20210113_003000_0.png,0,1,0
INCT41_20210113_003000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_003000\INCT41_20210113_003000_1.png,0,1,0
INCT41_20210113_003000_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_003000\INCT41_20210113_003000_2.png,0,1,0
INCT41_20210113_003000_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_003000\INCT41_20210113_003000_3.png,0,1,0
INCT41_20210113_003000_4,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_003000\INCT41_20210113_003000_4.png,0,1,0
INCT41_20210113_013000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_013000\INCT41_20210113_013000_0.png,0,1,0
INCT41_20210113_013000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_013000\INCT41_20210113_013000_1.png,0,1,0
INCT41_20210113_013000_2,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_013000\INCT41_20210113_013000_2.png,0,1,0
INCT41_20210113_013000_3,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_013000\INCT41_20210113_013000_3.png,0,1,0
INCT41_20210113_023000_0,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_023000\INCT41_20210113_023000_0.png,0,1,0
INCT41_20210113_023000_1,../SCRIPTS/TDL/PHYCUV/AUSPEC_PRU/INCT41_20210113_023000\INCT41_20210113_023000_1.png,0,1,0
